Run,Max Qualities,Avg Qualities,SoS Qualities,botkm,logchanTM_E,logchanTM_N,logchanTM_S,logchanTM_W,logFTM_CF006,logFTM_CF007,logFTM_SSF016,logFTM_SSF017,logFTM_SSF018,logFTM_SSF019,logFTM_SSF020,logFTM_SSF021,logFTM_SSF023,logFTM_SSF024,oilvismult,permmult,permmult_asph,PX1,PX2,PY1,PY2,topk,wpimult_2s,X1,X2,Y1,Y2
Scope1,66.70982360839844,23.947535196940105,5409.466402028804,0.5,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.8,0.1,27.0,57.0,15.0,41.0,20.0,0.9,27.0,57.0,15.0,41.0
Scope2,18.264205932617188,5.793804592556423,329.9620266460115,0.24253142019420298,-3.673867736688,-3.978232019229852,-5.542948804752282,-1.099367865372571,-3.73040114702271,0.0,-1.69245144135549,-4.097704540463754,-3.919678386513402,-2.1528857299499764,-1.327315443307537,-0.18276500400973816,0.0,-3.4191575901221434,1.0,0.3863828838936082,0.036952006966551945,35.0,40.0,22.0,48.0,21.0,0.4871302150218011,38.0,56.0,11.0,31.0
Scope3,30.459564208984375,17.271664089626736,1653.8628322209697,0.327652298950515,-0.8333672242519379,-2.1947642822775477,-2.5328702579338596,-5.728792086292236,-5.74437379294302,0.0,-1.9414579954285323,-0.8870982133961345,-1.641430279784256,-5.6629031002856465,-4.371275096844234,-0.9727161168225482,0.0,-0.473054785988154,1.0,0.7973741399841547,0.012013760036830247,32.0,50.0,23.0,44.0,40.0,0.9831862316917945,31.0,67.0,25.0,33.0
Scope4,44.8839111328125,16.350743611653645,2440.6252441365505,0.4395423027884213,-0.25380214301190573,-0.7052071374289444,-5.1952481498875684,-5.962717058054436,-1.332545607152742,0.0,-2.4727389873912813,-1.9948771450702196,-4.9498330357915865,-5.169145932081702,-1.8371923247529178,-2.5450766721079,0.0,-3.5722993625696438,1.0,0.30670934712346043,0.046319236726132806,29.0,42.0,5.0,40.0,9.0,0.41598713794591,26.0,69.0,16.0,35.0
Scope5,22.522918701171875,7.406038072374132,439.9000662524486,0.847526973973869,-5.895332400968562,-2.788486895636952,-0.18907907927605816,-4.295459345820252,-1.939452796030368,0.0,-5.584259581222662,-5.80088672575644,-2.457784926299766,-3.163432608352504,-4.826634816490122,-4.812290288013492,0.0,-1.0924950787050118,1.0,0.11484229268068764,0.14795603861458775,37.0,43.0,15.0,35.0,9.0,0.9953871020801635,36.0,67.0,3.0,39.0
Scope6,33.33026123046875,23.39837646484375,2831.598191670375,0.4116708663938428,-3.3591880265462932,-3.912546202505382,-0.4561133756562121,-1.2724842348966536,-4.796929408829034,0.0,-0.35710233923450385,-5.715076478024922,-2.293870870779534,-2.578042761001944,-1.0789025713344422,-2.4919671328433703,0.0,-1.046258850312288,1.0,0.39098313751347413,0.026364856803490558,29.0,65.0,24.0,48.0,33.0,0.7793839837496331,23.0,54.0,28.0,47.0
Scope7,261.5665285587311,56.685012870364716,58379.78059548678,0.381319773733735,-0.3559898416804801,-5.877940254889332,-4.978202827350744,-0.9572686843974241,-0.3905691699912719,0.0,-0.4003243783692545,-3.678036515966892,-2.0129647536148925,-4.26451519400793,-4.5039735277943524,-3.92930017881897,0.0,-5.7841752583506665,1.0,0.3654222096934434,0.2640312594350333,24.0,43.0,11.0,47.0,56.0,0.6390409518644488,34.0,67.0,21.0,42.0
Scope8,65.02967834472656,24.03011237250434,5216.13365766604,0.66586449097372,-1.1696570555187478,-2.125250196441084,-4.71914616613239,-1.8488514958836841,-0.26165759347490436,0.0,-4.261121822952606,-0.7864350659210455,-3.0262901744079675,-2.67953819980471,-2.7387863253679954,-5.147231285810496,0.0,-0.7584689007237415,1.0,0.9963777410541262,0.06377038483080015,31.0,54.0,15.0,43.0,22.0,0.7507041760095091,23.0,66.0,20.0,37.0
Scope9,173.69635009765625,45.574125077989365,30841.311383522007,0.04032745198535498,-4.511383111082874,-5.631206742755838,-2.6166369318590688,-4.57674651844503,-1.8668218520746915,0.0,-4.52743191898005,-5.170260091026804,-5.336997949624332,-2.274739949485734,-0.5073584330711878,-1.0457531187442681,0.0,-2.1287084804641436,1.0,0.4963904827997415,0.07910624855318121,35.0,67.0,12.0,49.0,70.0,0.4925313687381623,37.0,68.0,2.0,44.0
Scope10,57.70976257324219,20.735260009765625,3491.9527197142597,0.653320235612478,-3.1031641879766605,-3.4091466450743617,-2.03898709088781,-3.099937982127792,-5.839750007867814,0.0,-2.5901367898584464,-1.2729006141711299,-2.8964155795458795,-4.5031874053326835,-4.024781178686418,-3.865205599419486,0.0,-0.10146567529180839,1.0,0.6410371115607573,0.055667311606254814,31.0,44.0,29.0,34.0,57.0,0.7249682254831747,23.0,60.0,13.0,40.0
