Run,Max Qualities,Avg Qualities,SoS Qualities,botkm,logchanTM_E,logchanTM_N,logchanTM_S,logchanTM_W,logFTM_CF006,logFTM_CF007,logFTM_SSF016,logFTM_SSF017,logFTM_SSF018,logFTM_SSF019,logFTM_SSF020,logFTM_SSF021,logFTM_SSF023,logFTM_SSF024,oilvismult,permmult,permmult_asph,PX1,PX2,PY1,PY2,topk,wpimult_2s,X1,X2,Y1,Y2
Scope28,67.8935546875,27.46128167046441,6047.700981257134,0.5006116533133257,-5.4678675155286784,-2.6386125169860666,-2.5640778235970494,-0.8592183533630822,-0.4873957166444285,0.0,-1.1116530104875144,-3.897128745262224,-3.942550332897918,-3.640184464491522,-2.927583116283009,-4.559708743379316,0.0,-5.146618797512892,1.0,0.8827650544037494,0.20084348916026787,35.0,49.0,16.0,34.0,23.0,0.43678640257906465,22.0,43.0,6.0,43.0
Scope29,66.34591674804688,25.465465969509548,5161.626370933489,0.07876046882527399,-0.21636236719865387,-0.42363045342152983,-4.401619911607572,-1.4030251774446176,-2.3640350009685545,0.0,-4.447731851373852,-5.146123085867988,-4.672569640067982,-4.27205992008291,-4.232892077495706,-1.3476997585877637,0.0,-2.400240509475122,1.0,0.6830223620344176,0.021038312387209497,35.0,64.0,29.0,31.0,15.0,0.816505407829565,38.0,45.0,19.0,33.0
Scope30,261.5685122013092,61.58627155092027,58944.91854030581,0.053367103545544026,-1.6281331968800403,-2.472078829811047,-4.910311419233862,-0.7551539293984018,-4.550523160353492,0.0,-3.789321242668392,-5.578671117388548,-4.717227752349192,-3.901017762597582,-5.812056629375502,-1.57835075808618,0.0,-2.6026407625734054,1.0,0.2392562065450084,0.6801287595789404,30.0,39.0,7.0,50.0,48.0,0.7461079606012105,22.0,61.0,20.0,46.0
Scope31,54.65379333496094,19.049491034613716,3392.6462087911787,0.855703876189982,-3.4572210451778904,-5.741533707487164,-4.695957027729384,-1.94874644801469,-2.8302798149032053,0.0,-5.0659031150322065,-3.011222830981563,-5.056119041082624,-3.2713723431028066,-5.937821362155222,-5.290031571222138,0.0,-1.0540590328500299,1.0,0.8053870058285402,0.02901181668171396,33.0,68.0,19.0,33.0,11.0,0.49502530840930126,38.0,42.0,4.0,45.0
Scope32,53.68498229980469,19.55337693956163,3643.8992255750345,0.4862860457407072,-1.85725978150266,-0.12164359014990556,-5.734433037606552,-2.732503177048792,-3.944670478746168,0.0,-2.440080740222893,-0.9867361246610757,-0.40583601018271764,-5.304557080014576,-2.4028489016957053,-0.5840019505779246,0.0,-1.101150868595436,1.0,0.6932404574275901,0.06459159590376604,25.0,41.0,9.0,48.0,12.0,0.4776745644771286,29.0,41.0,19.0,35.0
Scope33,155.34716033935547,52.051383124457466,26016.964138552372,0.293799369849793,-1.5432458341296602,-4.1372068995980165,-4.944395184790296,-2.231178418990482,-5.149557088857486,0.0,-1.7262897594199202,-3.4551132352006513,-2.166025285467798,-4.517511950568876,-0.34277781401709007,-3.0702473104958052,0.0,-1.3276797008182317,1.0,0.20767243333121016,0.36277336246845004,22.0,54.0,14.0,39.0,40.0,0.4173198306934269,23.0,64.0,24.0,43.0
Scope34,39.07063293457031,15.869049072265625,1599.755599299213,0.645196441929056,-5.5998946279189745,-3.934521791054994,-0.8160992495363217,-3.433259137230437,-0.091718978820726,0.0,-5.46215908662162,-2.3869532495891397,-3.805339628236986,-5.496941085449358,-2.1998009823166322,-1.1614275712838698,0.0,-4.762402198272678,1.0,0.8497792951191504,0.036199772562207314,29.0,57.0,5.0,47.0,75.0,0.40977889534691586,34.0,44.0,24.0,31.0
Scope35,207.93084335327148,135.36525217692056,100567.65814626962,0.20733827315419,-2.3526826657070763,-5.373532584890436,-5.682087772408092,-2.7689405100512374,-1.3477798024281418,0.0,-4.895498034940938,-5.582638639367382,-3.297709700112142,-1.4433069758135453,-3.427529475983728,-5.7924967089573185,0.0,-4.9308804392170025,1.0,0.6334401705066105,0.01855968458387425,36.0,38.0,20.0,45.0,73.0,0.8323673194913199,30.0,69.0,26.0,33.0
Scope36,59.803955078125,21.34698994954427,3877.192643636954,0.7877165821346099,-2.47568120518273,-3.990027394477674,-0.18831289669244367,-4.853421250188636,-3.891719792172714,0.0,-2.676946016313688,-5.047898955643872,-2.040475565069106,-2.224100461190778,-0.22013280261485413,-3.1691741408752794,0.0,-3.0027240776053183,1.0,0.9441517568246194,0.04558275336468301,32.0,57.0,11.0,32.0,43.0,0.42127062202205157,32.0,54.0,8.0,31.0
Scope37,121.06455993652344,92.75905185275607,44588.51150841371,0.285518847577721,-3.5203891784886245,-4.3310146894424815,-3.716336953644198,-5.129042229619992,-2.4091923841303258,0.0,-4.92454383891195,-1.7430569658418742,-3.528642509532543,-4.88668571790462,-4.831295312151642,-4.731354990983808,0.0,-5.235203304482226,1.0,0.3804538371829754,0.7008214198404437,34.0,59.0,13.0,39.0,28.0,0.7230428452053832,26.0,40.0,26.0,38.0
Scope38,42.59442138671875,14.131512112087673,1724.5204325808445,0.9514240491800481,-3.546254891399531,-0.3203189108256126,-2.30042105824863,-4.251222522248112,-3.1837339663823756,0.0,-3.213331328386654,-2.6564082174545405,-2.1004637151529204,-1.2545411382486478,-3.62404494896097,-4.003590018657672,0.0,-1.8072323503122476,1.0,0.2463874901497337,0.5199531928781264,27.0,49.0,9.0,40.0,38.0,0.9733622972032423,36.0,62.0,20.0,31.0
Scope39,80.12326049804688,23.925004747178818,5646.1702200169675,0.604400783643444,-3.815503031435568,-3.84322315975335,-5.15673062806017,-5.862009351988776,-0.1393169931969478,0.0,-5.74580516941554,-4.58952834028329,-5.314295967778554,-1.5052244216545203,-5.08736133886761,-5.886223783151838,0.0,-0.8933668539813482,1.0,0.5066211218678359,0.19252312279691203,22.0,46.0,9.0,32.0,47.0,0.7064624720532899,37.0,60.0,14.0,45.0
Scope40,93.53544616699219,75.58945888943143,26682.992374936468,0.886432857133456,-5.520718505477868,-2.2083079551831,-3.4814947777499707,-0.45786649480840236,-4.89718315309242,0.0,-1.9226636646022204,-4.467570199392408,-3.221995209314628,-4.940073470751588,-0.7344346435653062,-1.6390493574091858,0.0,-3.338833170164679,1.0,0.6067517988600453,0.024295543484819743,26.0,42.0,6.0,43.0,58.0,0.5261006204925776,28.0,66.0,8.0,32.0
Scope41,261.5685122013092,62.46719365649753,59780.33621452423,0.636471139492001,-0.659908328028612,-5.273169265510332,-0.14925514543546825,-5.053538885651178,-1.9012206565062302,0.0,-4.697511685365444,-2.6256977671676163,-1.7184693316094641,-3.588657855806135,-5.940704809070238,-3.673842379669476,0.0,-5.398851708588462,1.0,0.10068768480483412,0.863467948837332,29.0,65.0,22.0,33.0,56.0,0.6555200659728548,34.0,46.0,28.0,39.0
Scope42,261.5685122013092,72.6643066936069,64113.30692798598,0.03136965061186098,-0.8491321403019771,-0.36669878224687213,-3.637091974270326,-5.67909357688191,-5.79699161924754,0.0,-2.2329314436367076,-4.690623529555667,-3.0798284053346863,-2.5335685073822383,-2.6188851949079237,-1.2341448333678127,0.0,-4.87451948417352,1.0,0.16957601056581947,0.21660783723836463,35.0,60.0,27.0,42.0,57.0,0.9938927661964423,23.0,48.0,11.0,45.0
Scope43,261.5685122013092,134.0540009074741,97370.94399621419,0.41930001865476463,-2.8692489049266494,-2.0714648532086697,-3.9196413182153815,-1.66073358653406,-2.7766409173843707,0.0,-3.870773671674756,-4.086382988399748,-4.287130303486044,-2.8933731032911703,-0.9088531603201924,-5.6740617960004265,0.0,-2.217681241705476,1.0,0.17382502286935536,0.04033379110273181,34.0,55.0,5.0,50.0,64.0,0.6642915217272557,34.0,42.0,8.0,41.0
Scope44,98.59984588623047,52.72150082058377,15541.008698819816,0.926352977669197,-1.7296667042073484,-4.298758077850026,-5.0984198183639275,-3.94886471840643,-1.5141549599087396,0.0,-2.133233661091098,-0.2462134785094321,-0.9983165145036361,-0.16548150937541983,-5.199716042075526,-3.840686183223204,0.0,-0.20191001410998588,1.0,0.5746826044548737,0.1520851584466161,26.0,54.0,4.0,39.0,78.0,0.3381744271107675,31.0,67.0,16.0,43.0
Scope45,261.5685122013092,59.91002575556437,59046.23650632228,0.5813474044809723,-0.0663604425319857,-5.956937323064304,-2.615768846129048,-0.6292914134991836,-3.594137555807971,0.0,-0.21984888889095,-1.5720405636970982,-1.8947187371788328,-2.0302592997192237,-1.3420662816264182,-2.635924455735899,0.0,-1.7328244767588306,1.0,0.13664843700547658,0.2624173218375761,27.0,41.0,18.0,38.0,42.0,0.9610470512727709,30.0,50.0,12.0,49.0
Scope46,31.800552368164062,10.288443671332466,951.989435190917,0.8712638509280239,-1.961289395868822,-0.6665667655751761,-5.28821183654202,-2.685466084144298,-1.7013402890411156,0.0,-3.96649041396333,-4.261515807512982,-3.653299607854878,-2.17271639897139,-1.5023929691542257,-5.017257395873202,0.0,-3.94901565022656,1.0,0.10881885611371023,0.010227319620016304,35.0,47.0,29.0,31.0,11.0,0.9518525770190951,38.0,49.0,27.0,41.0
Scope47,23.818389892578125,14.482279459635416,1197.019533108687,0.5381531840320356,-5.43447811045485,-1.2452316208295944,-0.9916012791528068,-5.569102062092448,-5.34370529838621,0.0,-4.283137088765508,-0.5135766659779311,-0.21616852207180237,-3.1039285341131353,-4.889194549022352,-4.05008915698122,0.0,-5.603466858961878,1.0,0.24044023434092485,0.022524251541145412,31.0,67.0,9.0,50.0,30.0,0.8304211832933608,22.0,69.0,25.0,42.0
Scope48,28.636550903320312,12.650563557942709,925.6535125712398,0.5597627907806683,-4.040933273568312,-4.465378856453766,-3.261286310979061,-4.875074056758407,-2.2220814813424257,0.0,-1.48809146079771,-5.249873725379292,-0.03148258270890647,-1.6978999606061702,-5.464906397899734,-0.22222321712468407,0.0,-4.391846611812732,1.0,0.11204015886375608,0.17088854348681576,24.0,44.0,6.0,38.0,9.0,0.4508921585501099,24.0,62.0,13.0,50.0
Scope49,23.781692504882812,14.331190321180555,1155.1862468712498,0.82594288442892,-5.3248596071803025,-5.290532783030256,-5.496219699516354,-5.962030255939416,-4.020242598510918,0.0,-0.9855378600330722,-2.199488277354642,-4.093949867384874,-5.3531395797974035,-4.297401042422142,-4.944204485838894,0.0,-4.375535074894152,1.0,0.4251963152352618,0.08251210520727187,30.0,43.0,14.0,46.0,34.0,0.45498283226681635,23.0,45.0,2.0,34.0
Scope50,261.5685122013092,70.1351793607076,60457.373214031104,0.4370335297107171,-2.4356477325117982,-1.8150310545057184,-5.250020063008224,-5.367157773233208,-1.5678169123003975,0.0,-1.989009162367764,-0.8927683284542995,-4.328156270975364,-2.603546678781907,-1.1712922218555537,-5.473586665099956,0.0,-5.4315628616616785,1.0,0.600406672768021,0.011775547164360614,26.0,44.0,20.0,49.0,50.0,0.39525673089441876,29.0,69.0,24.0,47.0
Scope51,175.04008865356445,49.084044986300995,31358.108250256722,0.15422222867101,-5.369474477528292,-4.6985709425766835,-1.7514352009395422,-1.0283300477435464,-4.9888822310807885,0.0,-2.5333830749065793,-3.200100658601368,-1.6798890020551438,-3.0454556414659075,-3.31477491071289,-5.39026584168321,0.0,-2.2884282823542783,1.0,0.47507499302536266,0.06679946325553755,37.0,67.0,8.0,38.0,78.0,0.520299633530277,35.0,39.0,5.0,49.0
Scope52,43.07679748535156,13.85005357530382,1669.21406216803,0.688370050266611,-1.4515722640759865,-4.812463259769684,-4.057919705283666,-2.525252287376783,-0.7499093293587542,0.0,-1.2446279056748883,-3.6778057476188044,-0.7064243807262418,-1.0582983332607059,-0.45704959463940575,-3.029231916777845,0.0,-5.483715754461678,1.0,0.6644268338419229,0.1461109465443426,30.0,60.0,7.0,46.0,71.0,0.30132736148547656,33.0,65.0,18.0,49.0
Scope53,261.5685122013092,161.08601130379571,128899.18904262569,0.773871931907572,-5.891291104813236,-1.6507452834944765,-2.4844393433405516,-3.961542222774768,-5.482666934815872,0.0,-1.822902140906928,-4.523578397469666,-2.345896007862492,-2.8078744448343955,-5.697924344737146,-2.716460562679869,0.0,-4.9992502101706435,1.0,0.13241963397988396,0.13351133541852364,30.0,61.0,19.0,39.0,60.0,0.3312784107872075,22.0,45.0,25.0,31.0
Scope54,25.08154296875,16.017839219835068,1429.054544128012,0.842485598332017,-4.496096740539215,-2.6708954152479407,-2.7555019757487837,-2.926354743047102,-1.0026143629997453,0.0,-1.303137879751782,-1.5427335054307623,-4.575321428190648,-2.15021469713763,-0.5231173514361487,-4.572127276654932,0.0,-4.636458799392786,1.0,0.3143225422054916,0.09496784319971412,29.0,48.0,6.0,35.0,29.0,0.39070013409471765,24.0,41.0,8.0,42.0
Scope55,48.69325256347656,34.40762837727865,6038.604355139774,0.266685551982511,-5.08862106457194,-1.0725515233657141,-3.4109541150458282,-5.597974018370406,-2.31624000945546,0.0,-4.570494701360094,-2.916999826136968,-0.8159704007492037,-2.673143751191417,-5.5318752496759505,-3.935326813857066,0.0,-1.4463177179997064,1.0,0.12811421653724553,0.04221611940438232,28.0,67.0,5.0,43.0,16.0,0.8081029446836125,35.0,49.0,7.0,50.0
Scope56,185.3042869567871,51.39473681979709,34342.975611561014,0.576896107258366,-2.1505448601379378,-2.881929534487739,-5.621495878657128,-0.7864859006994127,-1.6270289863883587,0.0,-5.994805075102356,-2.7095428420521572,-2.24144770411335,-1.4059370603167682,-2.8165587661378604,-2.8326261865967526,0.0,-3.869651428677024,1.0,0.2627417558900468,0.03849927086514725,35.0,50.0,5.0,49.0,67.0,0.5936065631406766,38.0,53.0,13.0,34.0
Scope57,218.72349572181702,104.73969992001851,72942.01745336351,0.839885941787222,-3.231237316657175,-0.9597975082131782,-0.024566194217129578,-2.082569570470248,-1.2190109739625559,0.0,-5.000419209955075,-5.494482759743094,-2.73612121483153,-4.209502180208556,-5.45800706216727,-5.99212722215859,0.0,-1.9599813748654258,1.0,0.19381850949858603,0.07688711802636627,27.0,65.0,14.0,36.0,70.0,0.5802260693775076,34.0,42.0,28.0,45.0
Scope58,55.49365234375,20.967347886827255,3911.8896038640523,0.24166258789268702,-4.774363103627119,-3.782457031735932,-2.1529561719565864,-0.00768678929629818,-2.1842187355639204,0.0,-0.36417921261146446,-5.951602612797486,-1.281102417909846,-4.161873770814799,-3.2978242407104563,-0.12217874968731568,0.0,-4.54668445470984,1.0,0.626930499068772,0.061272384288475916,24.0,69.0,22.0,36.0,12.0,0.8571887975952752,36.0,49.0,12.0,33.0
Scope59,83.88934326171875,22.63297356499566,6107.225902902079,0.5431577281367052,-5.260930869582486,-4.769314811247744,-1.5380966591984278,-2.0341982836074304,-4.373615291102784,0.0,-5.4252703730660095,-5.191709870834754,-5.549387568727278,-5.1663327552883915,-1.612529172600726,-1.8620988896201762,0.0,-3.108582321024761,1.0,0.4507217851567033,0.3918986793666942,23.0,49.0,2.0,32.0,41.0,0.8645331221711565,23.0,53.0,20.0,42.0
