Run,Max Qualities,Avg Qualities,SoS Qualities,botkm,logchanTM_E,logchanTM_N,logchanTM_S,logchanTM_W,logFTM_CF006,logFTM_CF007,logFTM_SSF016,logFTM_SSF017,logFTM_SSF018,logFTM_SSF019,logFTM_SSF020,logFTM_SSF021,logFTM_SSF023,logFTM_SSF024,oilvismult,permmult,permmult_asph,PX1,PX2,PY1,PY2,topk,wpimult_2s,X1,X2,Y1,Y2
Scope13,60.88336181640625,17.866985744900173,3359.096427432378,0.899103946551592,-2.6901984982568043,-1.783782239720856,-0.5666635329616323,-2.145345652241238,-1.0194919679067844,0.0,-0.8319567999958561,-2.09520890658336,-3.459491394235336,-1.6407802166143144,-3.5850831630260913,-4.68835315500327,0.0,-4.39689029533257,1.0,0.10387153358700141,0.9964927072154741,27.0,42.0,14.0,35.0,23.0,0.8084999734554426,30.0,51.0,2.0,31.0
Scope14,235.0034942626953,60.91655649079217,54330.76032106261,0.377417489004516,-1.7825807091260284,-0.16993034895172165,-0.0768513115041598,-5.952955590629664,-5.628432771771684,0.0,-5.700251863028946,-5.033775716895552,-3.283524565154945,-0.7563819160748819,-0.3163763589426605,-3.91991499126477,0.0,-0.2873277302002917,1.0,0.33273537606016024,0.0603639138084756,35.0,40.0,7.0,34.0,46.0,0.49457703802735165,29.0,59.0,20.0,44.0
Scope15,29.172454833984375,11.524015638563368,1049.7933964357944,0.241832943074697,-2.5211490220760444,-4.29808232443899,-0.03749501803399813,-4.0832346813084595,-1.98604846340094,0.0,-2.822257820374711,-4.906494951506832,-0.030719460581813962,-5.911577220700698,-1.912385421124326,-0.33538619669627323,0.0,-2.885167889808053,1.0,0.18040833209670074,0.945066143362065,34.0,62.0,4.0,32.0,22.0,0.9982596308758951,35.0,70.0,15.0,45.0
Scope16,53.11619567871094,17.931869506835938,2862.612416829099,0.5109850768360533,-1.6311384024556688,-5.5795508538527825,-4.336057216357416,-5.152512062620956,-3.682102033406778,0.0,-0.37975460422434004,-2.8368924111485527,-2.9432570305367616,-0.14274281223548968,-4.0624283669947445,-1.9355682337186737,0.0,-2.282772206341992,1.0,0.8278553260115061,0.015799937582083017,29.0,57.0,25.0,39.0,25.0,0.7653055180475457,23.0,42.0,14.0,50.0
Scope17,140.63563537597656,43.98456319173177,21490.041144391173,0.798924411608902,-5.832093833222874,-0.1928001586213801,-3.4018619209964016,-3.7149159881664717,-4.663998637979784,0.0,-1.8003113021107264,-0.9812681997809038,-3.5329659880737134,-3.197996497685851,-4.6438745464118885,-1.8240026297775422,0.0,-0.48074539322756493,1.0,0.11147472412939147,0.02239643303597329,38.0,42.0,20.0,39.0,32.0,0.8570673899117431,23.0,69.0,8.0,30.0
Scope18,136.06578063964844,111.6082992553711,56652.906910898426,0.11188392725117902,-5.476072566053622,-5.919861657813012,-4.789674407414227,-0.38421819283565917,-3.3067315221857645,0.0,-1.1035103096464027,-5.345395654696572,-5.297018481530214,-4.318281477993018,-4.122387055567584,-0.8687067347511181,0.0,-1.97758515092025,1.0,0.14231874454870078,0.014842092061651362,32.0,58.0,6.0,36.0,32.0,0.6835370020672438,32.0,55.0,10.0,32.0
Scope19,234.07685089111328,85.10132771068149,60923.28561187361,0.875941278838037,-1.2853728552762291,-1.5795551223232076,-4.097177853955188,-5.176620722696442,-1.5436234115328782,0.0,-3.032095240251117,-0.20942444519146175,-1.6125816268327142,-2.1126239172941457,-1.7761437287502657,-4.437696899296938,0.0,-0.7476435070740663,1.0,0.13420428076408772,0.08898440015671384,37.0,68.0,7.0,33.0,50.0,0.8993386578549258,26.0,66.0,26.0,45.0
Scope20,45.60430908203125,13.216176350911459,1775.8479281703476,0.7394126480812739,-3.829891670336358,-1.2440065189808038,-4.455702120644514,-3.62312421009639,-3.861997323104982,0.0,-5.095720926101772,-2.2560236611247344,-0.674203004994018,-0.007112261117286245,-2.050348802384118,-3.3087040907355143,0.0,-5.387992212661164,1.0,0.6071319286320379,0.29973310531137215,34.0,64.0,24.0,35.0,48.0,0.5866371722418191,27.0,47.0,5.0,35.0
Scope21,47.11405944824219,19.70730421278212,2762.5861887099454,0.356978960158681,-3.970965283177974,-5.590869734282814,-3.5907711158926574,-2.4485899418235544,-5.819194978511088,0.0,-2.356231356592878,-5.636132431690476,-0.5420773865170982,-1.0828252076189102,-4.283578756704085,-2.3998118493708,0.0,-2.5618240200400804,1.0,0.5501936022333607,0.1271803963969139,22.0,49.0,14.0,46.0,25.0,0.34746038914489596,30.0,68.0,15.0,41.0
Scope22,261.5685122013092,65.66049199634128,59435.76739991736,0.21477746638788697,-4.972819599943811,-3.3474563601778176,-1.277368863232602,-0.14372214943501227,-1.8582704922510906,0.0,-1.275393184745166,-5.853587403336114,-4.22815177902942,-5.261845061314242,-1.827773651563776,-3.598869370991557,0.0,-4.654448886822294,1.0,0.11253513976449843,0.7111786825563142,22.0,53.0,27.0,50.0,64.0,0.4413236285711908,28.0,63.0,22.0,47.0
Scope23,108.90454864501953,44.56768714057075,15448.203892935911,0.5712861659372046,-4.393075937260824,-3.706529227247946,-1.491537653100636,-1.35167376951504,-5.212534867154262,0.0,-1.5997163243640662,-1.8985995230378343,-2.7500336497526146,-4.8031020245387275,-2.2608225417488943,-5.86040223803922,0.0,-2.2072495938716283,1.0,0.4814598078342656,0.3086771805609456,38.0,51.0,18.0,35.0,73.0,0.9758372247417322,29.0,70.0,29.0,39.0
Scope24,193.398193359375,90.22444746229384,52264.36746011293,0.860143952774802,-2.4557831605484006,-1.8807739690088159,-5.4751213911420775,-2.6167383961429787,-5.43734908385403,0.0,-0.0584360206533896,-1.786561840983306,-1.7448453592154758,-5.668011019026462,-0.7947387036834055,-1.8865062733491182,0.0,-1.9073246610964496,1.0,0.16634948233661315,0.08253859165840542,24.0,44.0,26.0,40.0,44.0,0.9212949110272668,24.0,55.0,27.0,30.0
Scope25,218.72349572181702,64.27751331859164,50616.449922766915,0.5855841109323071,-3.337906991207193,-1.9683125860591018,-2.164665039840696,-3.3844842424180177,-0.2877350640876424,0.0,-5.857871124482994,-0.1623077993048403,-1.4869576285749666,-0.49773682476237013,-3.705234517168434,-0.9940356460258863,0.0,-1.5146591121165782,1.0,0.29884824811009186,0.21827574296183394,36.0,41.0,19.0,49.0,77.0,0.8037652081954674,35.0,52.0,15.0,43.0
Scope26,44.72041320800781,31.028035481770832,5166.222744715167,0.065906108205316,-1.098571826266813,-3.94143872840778,-2.0244708121637642,-5.776675592551128,-5.7075301347734095,0.0,-2.6816761829584475,-5.906800295299494,-0.1014943855467294,-1.8481456708429143,-5.83331477471382,-5.253981784234806,0.0,-5.796913439835888,1.0,0.2155562884386322,0.8425474562165585,36.0,42.0,11.0,37.0,29.0,0.9522558928251323,28.0,41.0,17.0,34.0
Scope27,34.074920654296875,20.863961113823784,2473.4268703066045,0.4073489423768083,-3.1875562172875958,-4.657247981640413,-4.657943473051356,-3.27869798433715,-1.5904889227779773,0.0,-4.9252883681748,-3.96870074251428,-4.393376228972862,-3.786312212947044,-5.3536415801051636,-2.6766748140259553,0.0,-5.6461944259117445,1.0,0.23632030106279367,0.01659358338562101,36.0,50.0,10.0,41.0,21.0,0.5996030445255882,36.0,59.0,13.0,48.0
Scope28,160.70392227172852,137.20392311943903,85331.36746427396,0.643677390186325,-0.3635079523058753,-4.566886011537234,-3.1743426607789647,-1.2817313624266804,-1.3775583386495995,0.0,-4.3705716231509335,-0.11848572826130432,-3.929129732013444,-2.374908103603146,-4.160318664746892,-4.22980896350934,0.0,-3.3965890717484353,1.0,0.11577351657349899,0.029777165501210665,22.0,55.0,15.0,47.0,32.0,0.4181515581040935,24.0,44.0,20.0,33.0
Scope29,185.65676879882812,57.39375474717882,35577.25841227523,0.995556139276753,-4.252051841366754,-0.6939726542183937,-4.192318429640082,-0.6162903870149519,-2.5577397334924576,0.0,-3.96805732866654,-2.2987432627656,-0.12629865679659602,-4.98369811206339,-5.268231369255139,-0.9206152222789736,0.0,-5.981271975129978,1.0,0.13794643071140358,0.7969821829674871,28.0,56.0,14.0,33.0,48.0,0.5062152571915122,24.0,67.0,22.0,48.0
Scope30,261.5685122013092,74.22723054885864,61483.82705951296,0.34584499500127497,-1.5023342812865819,-4.533483578638307,-5.3303627182998365,-2.849376730087763,-5.872541396405688,0.0,-0.42980582909649634,-1.8231509143522437,-3.695781979957284,-2.9764849276721628,-3.622856893701066,-4.58814328675014,0.0,-2.0123253590156525,1.0,0.11840454354499443,0.43783039077050395,34.0,59.0,13.0,40.0,59.0,0.6419151814336324,32.0,40.0,14.0,47.0
Scope31,16.484893798828125,9.848425971137154,530.2751092291437,0.5697292137596934,-1.1726296526116675,-3.6236370015182757,-1.7900567191401002,-3.56080145216703,-3.949793625002976,0.0,-3.473782897253251,-5.948238673706922,-5.42559452034618,-2.8048259543682907,-2.5643137331673076,-2.31542469558966,0.0,-2.347600967977428,1.0,0.9305711819541835,0.02488722258285366,27.0,66.0,2.0,36.0,72.0,0.4765733851115836,24.0,40.0,16.0,49.0
Scope32,62.32664489746094,33.828087700737846,7757.584141673753,0.808724712455818,-5.280943329813006,-3.559047065866596,-3.314959247883298,-1.508678545934412,-5.670070953079212,0.0,-4.765256530603709,-0.7823284719568502,-4.135134826732812,-5.963494363493946,-5.334251314025436,-4.8652697324650624,0.0,-5.73605751666705,1.0,0.7720371705808237,0.09599399042678754,31.0,42.0,26.0,44.0,69.0,0.5745790808523189,32.0,65.0,8.0,34.0
Scope33,154.87269592285156,51.76850891113281,25771.15032572148,0.976409746071609,-0.6106801653796499,-4.92423792224412,-5.810181435802428,-5.90923071003519,-4.093791050791866,0.0,-2.949115889830539,-3.151229795197909,-2.4199732095642084,-2.30522404106022,-5.89330390894488,-1.0582201531086541,0.0,-1.461833347268712,1.0,0.2524179695014834,0.49147793249445987,26.0,41.0,9.0,41.0,69.0,0.7766902029990597,34.0,64.0,9.0,40.0
Scope34,34.31840515136719,15.95039537217882,1477.8430802044459,0.32927049545297904,-0.43169227682798983,-0.46531605241488005,-1.026355611957138,-3.1522535654969377,-2.1779769587002744,0.0,-3.72005420083908,-2.95606679044708,-2.2728247868892657,-3.887498350399464,-2.310603997834404,-2.194914735421134,0.0,-5.493191710306302,1.0,0.1258149456499323,0.01969378445914044,29.0,43.0,6.0,46.0,9.0,0.40827807908245367,36.0,69.0,29.0,45.0
Scope35,261.5685122013092,66.262474960751,61618.48028392391,0.271310796172508,-3.75888466841262,-2.4194188630671993,-3.867889084695126,-0.222731652890376,-2.6585325240238484,0.0,-1.6469973537128997,-2.441167311878596,-3.1324813788188917,-2.6727742779434305,-1.9464066449675217,-1.1742577736092734,0.0,-2.5111962330641266,1.0,0.26016922627109595,0.6053246990283654,23.0,53.0,23.0,42.0,56.0,0.5727649766330412,25.0,43.0,26.0,46.0
Scope36,32.92767333984375,21.225406222873264,2420.6220156487543,0.773558987407077,-4.452872558528904,-3.2328776679277773,-2.072366479517016,-3.341705484654461,-5.22345576674184,0.0,-0.3391893067423677,-2.0019159051912183,-0.9759977346396838,-5.379507275483922,-0.06306930315178239,-3.2770649335648647,0.0,-2.6832088499719835,1.0,0.5914827459388138,0.1944408775401801,32.0,52.0,23.0,38.0,14.0,0.36612354931111857,36.0,50.0,21.0,31.0
Scope37,67.79226684570312,18.60513644748264,4709.720671835588,0.8577990320493001,-0.1463051723156763,-2.019171808848096,-0.17445349442454017,-2.524284440579629,-5.336159514584856,0.0,-2.788630636775673,-2.209464041569392,-4.506908188293901,-3.400695483476077,-2.11690365216135,-5.597132733805014,0.0,-3.773219322140706,1.0,0.4629582869649716,0.28671607185183634,29.0,56.0,29.0,38.0,70.0,0.699650968462788,26.0,60.0,29.0,36.0
Scope38,261.5685122013092,69.76457897822063,62662.41871527198,0.5235381085416131,-1.6167462877750438,-5.507581618353018,-0.8193915936754674,-1.9861737463726072,-1.3197440569258205,0.0,-1.4157255221928722,-5.449004147866008,-5.135305040884632,-0.2741455130982837,-3.5042905751691285,-3.8374846146527704,0.0,-2.1482350507408556,1.0,0.22472738268729797,0.24781086392334084,34.0,62.0,12.0,47.0,60.0,0.4290569276671955,34.0,51.0,8.0,34.0
Scope39,80.21420288085938,25.99490695529514,6192.700681369053,0.152906833541259,-4.573011302837719,-4.150648074381708,-5.0625194128379345,-1.827908096766306,-2.951214556981024,0.0,-1.9770841297445578,-0.6797467734448919,-0.40853960195468364,-0.3624899644166941,-2.620293168113794,-5.711357009960862,0.0,-3.940780809578118,1.0,0.1980146675957825,0.22278563394494263,26.0,69.0,11.0,46.0,32.0,0.9246266546967306,31.0,38.0,13.0,49.0
Scope40,261.5685122013092,65.07472234302097,59063.76414701936,0.014560381825677982,-1.865392667581716,-3.0476699516166352,-2.5653986915300893,-5.6875223752960204,-3.4819829975516683,0.0,-5.656446656249676,-2.558462365730705,-2.2896357473368383,-1.2815590349594768,-0.3918161814235557,-0.4820551943237579,0.0,-0.004868683273134167,1.0,0.31219708234429094,0.03942088865275039,27.0,60.0,11.0,47.0,63.0,0.3902956702098017,33.0,62.0,8.0,32.0
Scope41,54.72373962402344,19.676759507921005,3575.9009560622508,0.4213057096981415,-5.107473161214594,-4.795676409811872,-5.758481874373794,-4.796692958723784,-3.219521981827117,0.0,-4.312407248090184,-0.6322258075380187,-2.2162924873802883,-5.6277830495077374,-5.5004832551583,-5.395836688055196,0.0,-5.538570519569952,1.0,0.4541045282294771,0.011531767368410956,23.0,61.0,26.0,35.0,15.0,0.8373151552035827,31.0,38.0,12.0,43.0
Scope42,213.11424255371094,168.52548768785266,138371.94113435716,0.95165028184961,-3.586172297909818,-1.4917445711751656,-3.2101577792346525,-4.957567411236006,-0.7852262851193217,0.0,-2.0685467362677956,-3.9375007580034778,-3.8180899911426724,-0.9978698880404515,-4.464690694626341,-5.073609038998998,0.0,-0.33497985174781775,1.0,0.7856608721253467,0.049023820010741244,31.0,54.0,6.0,38.0,64.0,0.7477345031292126,32.0,42.0,28.0,35.0
Scope43,52.978851318359375,13.11285400390625,2512.1740750803147,0.172738048161733,-2.8712075588738477,-0.6470514832499221,-4.611154843810992,-2.9497068526314165,-5.967899530237332,0.0,-2.2165515575890256,-0.43964363252880556,-0.29059015579120206,-3.0709364738768867,-0.26988439818284427,-1.6351432461454074,0.0,-5.014237885335804,1.0,0.3432768199983469,0.1004856618287966,36.0,69.0,15.0,39.0,36.0,0.4514916150035001,34.0,54.0,27.0,31.0
Scope44,77.009521484375,23.45391337076823,5211.393131859251,0.07711292973242001,-1.9317697366951263,-0.1182298962752828,-0.3323529681678421,-0.6666830850788585,-2.28125095022847,0.0,-2.1255472441049816,-1.7363237069117217,-1.7176231956262198,-3.695884749610914,-2.429374206715691,-0.689445693093516,0.0,-2.2748286698396223,1.0,0.7398604572410938,0.0640992174242983,30.0,69.0,10.0,50.0,44.0,0.35608314125060425,31.0,55.0,28.0,46.0
Scope45,71.06961059570312,26.629891289605034,5713.634134388645,0.824926688818902,-0.7605754177783801,-2.12829890271327,-1.3623412351792137,-5.741800382960232,-4.322939474492196,0.0,-5.819266340445588,-4.086197194901532,-4.456318903508208,-5.81974114734357,-4.402864305273576,-5.423855121182712,0.0,-4.614369970571472,1.0,0.9755250509744118,0.04733222835840543,29.0,40.0,18.0,30.0,40.0,0.38335687556751796,36.0,63.0,5.0,36.0
Scope46,24.689239501953125,14.761400010850695,1229.5580847070087,0.944321047346754,-1.2068813438227677,-3.966708403722234,-3.7908461539763945,-3.858011259629004,-4.9794655016131735,0.0,-3.3358992285810034,-0.8931476897640902,-5.649348456543984,-0.47809636530094757,-2.51554396184933,-4.313324707087956,0.0,-2.066210226484512,1.0,0.21037209018045322,0.06913119902893533,28.0,48.0,2.0,40.0,27.0,0.6301494083139293,22.0,40.0,6.0,49.0
Scope47,60.351837158203125,45.598537868923614,9586.656285348581,0.935664300713263,-3.381578126519045,-5.821937826858618,-5.41206750889077,-5.63951577564219,-0.35113632187162125,0.0,-0.5740774654662477,-0.3340696324376573,-5.062753338132216,-2.03980180634157,-1.2412788175712341,-1.4818807539043917,0.0,-2.9571043375222246,1.0,0.5105873975011541,0.5804509402257676,22.0,67.0,15.0,39.0,49.0,0.9306122945859925,28.0,43.0,7.0,35.0
Scope48,20.980789184570312,9.347820705837673,501.9882779355394,0.656054514264534,-1.0158304011246004,-0.8096122768473242,-4.975793089877106,-3.93582884453526,-4.383633421509468,0.0,-3.8250787272808084,-4.599699590592066,-1.9861797902838774,-2.7009208124018107,-2.752259986873268,-5.546705923936056,0.0,-5.094642210971934,1.0,0.27218560139068687,0.25803167319974357,23.0,61.0,14.0,50.0,28.0,0.6104907830560307,24.0,45.0,8.0,37.0
Scope49,57.3829345703125,20.567947387695312,3658.8508453398244,0.043538958119717974,-5.97511642823094,-4.391156561556402,-2.810178487719299,-2.92756365196622,-4.165613795706924,0.0,-0.6612842006532302,-0.5244235372077899,-4.0451906185549795,-1.93014988211244,-5.433821684833362,-2.554687385143473,0.0,-4.169657911031706,1.0,0.8536748641931866,0.2631967599216272,30.0,38.0,14.0,39.0,21.0,0.8689932570158501,37.0,66.0,11.0,45.0
Scope50,58.322845458984375,21.590174357096355,3907.8720607442083,0.4701388485936636,-1.7288782392690596,-0.2511962053479664,-1.181872155985194,-5.400279738138936,-5.904184546701234,0.0,-3.1808907637803996,-4.290020736857388,-4.79725765329543,-4.750856975083764,-1.1077460822535663,-1.7648890478622423,0.0,-4.313158850869404,1.0,0.43296856002478135,0.09400943788077208,33.0,63.0,5.0,32.0,22.0,0.5625633474979963,23.0,68.0,29.0,44.0
Scope51,130.7434539794922,110.09749603271484,56017.25548507148,0.900517754554211,-3.87923426447919,-2.3341838389891736,-4.991775407290386,-4.60204822986993,-5.127343519694976,0.0,-0.9185434492344609,-3.503679781748306,-5.181570182444202,-3.0173151468116677,-3.7221844459311964,-2.9319997652424385,0.0,-1.7517540469730335,1.0,0.35277079386325666,0.12385021964081055,25.0,69.0,24.0,40.0,73.0,0.3000899761078685,22.0,55.0,29.0,42.0
Scope52,192.8140811920166,53.3005559709337,38176.51389084074,0.18458002925912098,-1.0578125671914362,-1.1050281264274018,-5.576928390511566,-1.1145947963874123,-0.15829303760196645,0.0,-0.11810747065263616,-3.89098009205979,-0.23910833266436438,-4.93594772659641,-3.843444526190046,-1.612841582184438,0.0,-4.715309510716326,1.0,0.2630612394573834,0.43178067220697075,30.0,48.0,5.0,45.0,73.0,0.5470854919505728,36.0,70.0,19.0,46.0
Scope53,51.580963134765625,15.01272243923611,2419.791585864499,0.00751744393110898,-0.104336189697948,-4.828530708838812,-0.9897840128734376,-3.9762498333258485,-3.0955115907281665,0.0,-3.0951061573396625,-4.69796461319007,-2.044765871360736,-1.5378597722004237,-5.138073604884396,-4.8235425299491865,0.0,-5.828188034911434,1.0,0.6209716151563115,0.03372269336833478,35.0,57.0,10.0,48.0,24.0,0.8435659326905653,36.0,45.0,7.0,44.0
Scope54,261.5685122013092,83.88233698738946,67539.97305542525,0.5059618562180703,-2.6293182510133355,-5.13062063063241,-4.38842031724086,-0.7526843314846854,-4.447728704569764,0.0,-2.6348025521912914,-5.791169106290484,-4.360326793544922,-3.5032512524435897,-1.0467367797627238,-3.692888034163206,0.0,-1.8334149124497303,1.0,0.20162682532101242,0.016812725097456495,31.0,70.0,29.0,40.0,45.0,0.8890537619947414,35.0,47.0,14.0,43.0
Scope55,261.5685122013092,86.82459010018243,64983.16958974779,0.7657197119294901,-2.1732863549756702,-2.236815085252176,-2.675478535028997,-3.464783691860504,-0.691955913344124,0.0,-5.621024746050396,-0.9456282403391523,-5.76362281359582,-3.998362600472622,-4.851995165421396,-4.085998675382633,0.0,-4.443740573375958,1.0,0.12844836604360907,0.13936159696676595,29.0,39.0,9.0,30.0,56.0,0.590639099933657,28.0,50.0,14.0,44.0
Scope56,52.30885314941406,20.137863159179688,3012.190017382265,0.701711371372446,-3.4509416007939384,-2.7932632153618027,-1.810908746581764,-5.487875611511556,-3.5404809782561015,0.0,-1.7546582659913517,-1.5710022505439039,-5.836078574900598,-0.21659371037769581,-5.068861703477622,-2.4143661092520112,0.0,-1.112731269571956,1.0,0.5803372649808473,0.1090201747272244,30.0,64.0,15.0,41.0,20.0,0.7328993756547733,28.0,47.0,3.0,32.0
Scope57,149.7898406982422,48.90291171603732,23001.44062924513,0.4870644869421174,-0.24617556956236175,-0.3416665891154338,-4.045658556217554,-0.42000491285720365,-4.000246678695852,0.0,-2.294399427388578,-3.4419731436042142,-4.7331300303645065,-0.6493481074237257,-5.985310643223258,-1.243536847158257,0.0,-3.851531660388828,1.0,0.31655168747472334,0.025417854901799916,38.0,52.0,21.0,47.0,73.0,0.7235248277706943,31.0,44.0,2.0,34.0
Scope58,261.5685122013092,139.5116467475891,103823.8997900101,0.03587115179775302,-4.764720840044772,-1.3071310098290585,-4.29581891547198,-5.531264342065662,-0.8680041968414756,0.0,-5.242956769027518,-1.3989285170000825,-1.2310733239732805,-4.916509490910444,-1.588863621522588,-2.116154529573426,0.0,-3.158403816751203,1.0,0.1386634601534741,0.052907877687891375,35.0,54.0,18.0,42.0,57.0,0.7914401271162894,36.0,56.0,15.0,32.0
Scope59,26.48541259765625,16.630506727430557,1459.0063932372723,0.681325240099256,-5.814177244498596,-3.155115802899023,-1.5829791119135104,-5.220202848869886,-2.2640247619564557,0.0,-4.678070347928124,-0.7543709934151686,-5.506491333667698,-5.314286297296998,-3.978467060029776,-2.7539046287844338,0.0,-1.2609754579567563,1.0,0.4762404868217401,0.013906921335301413,24.0,63.0,22.0,40.0,35.0,0.3739063602116714,24.0,41.0,6.0,30.0
Scope60,261.5685122013092,90.68241718080309,67820.32957244385,0.44324774532707667,-3.054081874068135,-4.441068662335698,-3.110709211776852,-1.749802974331896,-5.032418810590896,0.0,-5.536567997617212,-5.339559508936566,-3.0116850104300497,-0.061283151113172174,-3.2303223984658387,-5.217856551440004,0.0,-5.911157999471964,1.0,0.22384629408672477,0.7437157015002408,29.0,60.0,27.0,41.0,62.0,0.9608829208015572,34.0,45.0,21.0,48.0
